caminho_original,caminho_processado,classe,classe_bruta,status_geral,origem_dataset,largura,altura,proporcao,tem_alpha,borda_fundo_estudio,borda_fracao_dessaturada
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (229).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.302
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (23).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,1080,614,1.759,False,True,0.264
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (230).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.686
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (231).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.784
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (232).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.518
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (233).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.157
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (234).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.418
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (235).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.586
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (236).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.631
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (237).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.703
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (238).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.365
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (239).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.344
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (24).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,242,195,1.241,False,False,0.026
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (240).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,False,0.07
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (241).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.446
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (242).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.571
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (243).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.558
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (244).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.418
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (245).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.496
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (246).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.554
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (247).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.377
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (248).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.51
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (249).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.653
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (25).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,300,191,1.571,False,True,0.191
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (250).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.357
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (251).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.163
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (252).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.684
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (253).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.652
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (254).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.678
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (255).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.419
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (256).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.48
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (257).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.628
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (258).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.679
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (259).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.499
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (26).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,200,590,0.339,False,True,0.627
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (260).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.177
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (261).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.435
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (262).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.396
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (263).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.741
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (264).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.379
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (265).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.597
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (266).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.374
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (267).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.68
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (268).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,False,0.044
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (269).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.678
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (27).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,300,236,1.271,False,False,0.03
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (270).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.735
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (271).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.57
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (272).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.382
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (273).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.366
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (274).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.626
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (275).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.635
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (276).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.326
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (277).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.271
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (278).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.497
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (279).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.679
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (28).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,267,350,0.763,False,True,0.278
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (280).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.384
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (281).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.321
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (282).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.715
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (283).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.778
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (284).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.783
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (285).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.356
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (286).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.722
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (287).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.489
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (288).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.526
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (289).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.626
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (29).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,430,359,1.198,False,True,0.408
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (290).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.404
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (291).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.704
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (292).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.52
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (293).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.701
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (294).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.643
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (295).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.54
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (296).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.642
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (297).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.707
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (298).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.467
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (299).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.647
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (3).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,298,372,0.801,False,True,0.442
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (30).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,482,378,1.275,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (300).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.521
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (301).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.606
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (302).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.526
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (303).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.569
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (304).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.504
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (305).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.323
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (306).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.569
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (307).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.783
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (308).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.655
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (309).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.517
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (31).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,400,267,1.498,False,True,0.664
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (310).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.553
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (311).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.318
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (312).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.282
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (313).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,False,0.105
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (314).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.424
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (315).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.357
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (316).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,False,0.056
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (317).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.589
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (318).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.793
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (319).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.432
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (32).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,349,540,0.646,False,False,0.123
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (320).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.752
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (321).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.698
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (322).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.361
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (323).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.162
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (324).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.696
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (325).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.501
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (326).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.668
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (327).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.507
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (328).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.216
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (329).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.595
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (33).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,1500,1048,1.431,False,True,0.217
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (330).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.787
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (331).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.341
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (332).jpg,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.176
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (333).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.283
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Saúde do milho\Gray_Leaf_Spot\Corn_Gray_Spot (334).JPG,,Cercosporiose,Gray_Leaf_Spot,doenca,internet,256,256,1.0,False,True,0.342
